month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,bad_client_target
12,30000.0,7.0,42.0,male,Secondary Special Education,Clothing,0,2,23000.0,Another,0,1,0
12,11000.0,6.0,38.0,female,Secondary Special Education,Household appliances,1,2,16000.0,Another,2,1,0
4,9500.0,12.0,22.0,male,Secondary Special Education,Cell phones,0,2,19000.0,Another,1,0,0
11,65500.0,24.0,36.0,male,Secondary Special Education,Household appliances,1,2,17000.0,Another,2,1,0
8,51500.0,12.0,58.0,male,Secondary Education,Household appliances,0,2,11000.0,Married,1,1,0
1,16000.0,8.0,27.0,female,Secondary Special Education,Household appliances,0,2,26000.0,Unmarried,1,1,0
1,15500.0,12.0,21.0,female,Secondary Special Education,Cell phones,0,2,51000.0,Another,0,0,0
10,65500.0,36.0,32.0,male,Higher Education,Construction Materials,0,2,63500.0,Another,1,1,0
12,65500.0,10.0,52.0,male,Secondary Education,Household appliances,0,0,46000.0,Another,2,0,0
3,31500.0,10.0,53.0,female,Secondary Special Education,Cell phones,0,2,36000.0,Married,2,1,0
10,38500.0,12.0,41.0,male,Secondary Special Education,Household appliances,1,2,31000.0,Married,2,0,0
9,6500.0,5.0,51.0,male,Secondary Special Education,Household appliances,0,2,16000.0,Another,2,0,0
2,65500.0,10.0,40.0,male,Secondary Special Education,Furniture,1,2,26000.0,Another,3,1,0
11,8500.0,12.0,20.0,male,Secondary Special Education,Cell phones,0,2,13000.0,Married,1,1,1
5,25000.0,9.0,57.0,male,Higher Education,Fitness,0,2,51000.0,Married,3,1,0
8,29000.0,12.0,48.0,female,Secondary Education,Computers,1,2,41000.0,Another,1,0,0
11,14500.0,12.0,35.0,female,Secondary Special Education,Cell phones,0,2,19000.0,Unmarried,1,1,0
1,21000.0,18.0,28.0,male,Higher Education,Furniture,1,2,21000.0,Another,0,1,0
9,6000.0,12.0,30.0,male,Secondary Special Education,Cell phones,0,2,11000.0,Another,1,1,0
11,10000.0,6.0,24.0,female,Secondary Special Education,Clothing,0,2,26000.0,Married,0,0,0
6,65500.0,15.0,26.0,female,Secondary Special Education,Tourism,0,2,63500.0,Another,1,0,0
1,7000.0,6.0,37.0,male,Secondary Special Education,Household appliances,1,2,16000.0,Another,0,0,0
3,22500.0,10.0,30.0,male,Incomplete Higher Education,Furniture,1,2,16000.0,Married,1,0,0
7,47500.0,18.0,48.0,male,Higher Education,Cosmetics and beauty services,0,1,39000.0,Another,1,1,0
6,19000.0,8.0,24.0,female,Secondary Special Education,Household appliances,0,2,26000.0,Another,0,1,0
3,27000.0,12.0,55.0,male,Secondary Special Education,Household appliances,0,2,33000.0,Another,1,1,0
9,34500.0,12.0,31.0,female,Higher Education,Computers,1,2,11000.0,Another,1,0,0
3,10500.0,24.0,22.0,male,Secondary Special Education,Household appliances,1,2,26000.0,Married,0,1,0
4,65500.0,24.0,60.0,male,Secondary Special Education,Construction Materials,0,2,43000.0,Another,1,1,1
5,11000.0,10.0,29.0,female,Secondary Special Education,Cell phones,1,2,41000.0,Another,0,1,0
10,21500.0,10.0,23.0,male,Secondary Special Education,Household appliances,1,2,21000.0,Married,1,0,0
2,16500.0,12.0,35.0,male,Higher Education,Computers,1,2,22000.0,Married,0,0,0
9,55000.0,15.0,25.0,male,Higher Education,Training,0,0,41000.0,Another,0,1,0
12,23500.0,10.0,35.0,female,Higher Education,Furniture,1,2,16000.0,Another,0,1,0
10,15500.0,12.0,24.0,male,Higher Education,Cell phones,1,2,16000.0,Another,3,1,1
1,17500.0,12.0,20.0,male,Secondary Special Education,Cell phones,0,2,16000.0,Another,0,1,0
8,44000.0,12.0,54.0,male,Higher Education,Cosmetics and beauty services,0,2,36000.0,Another,1,1,0
3,65500.0,36.0,87.0,male,Higher Education,Childen\s goods',0,2,26000.0,Unmarried,0,1,0
11,36500.0,10.0,46.0,male,Higher Education,Household appliances,0,2,61000.0,Married,3,1,0
8,28500.0,10.0,45.0,male,Higher Education,Cell phones,1,2,63500.0,Unmarried,2,0,0
2,15500.0,4.0,58.0,female,Secondary Education,Cell phones,0,0,26000.0,Married,0,1,0
2,22500.0,12.0,21.0,male,Secondary Special Education,Computers,1,2,26000.0,Another,0,1,0
12,15500.0,12.0,42.0,female,Secondary Education,Computers,0,2,36000.0,Another,1,1,0
11,5000.0,4.0,32.0,male,Secondary Education,Cell phones,1,2,19000.0,Another,1,1,0
6,22500.0,18.0,43.0,female,Secondary Special Education,Household appliances,1,2,36000.0,Another,1,0,0
8,30000.0,12.0,33.0,female,Higher Education,Household appliances,0,2,36000.0,Married,0,1,1
11,8000.0,4.0,24.0,male,Secondary Special Education,Cell phones,1,2,26000.0,Another,1,0,0
3,14000.0,6.0,21.0,female,Secondary Special Education,Household appliances,0,2,21000.0,Another,2,1,0
11,25500.0,12.0,36.0,male,Higher Education,Furniture,1,2,31000.0,Another,2,0,0
2,32000.0,10.0,57.0,male,Higher Education,Household appliances,1,0,15000.0,Another,2,1,0
3,17000.0,10.0,35.0,female,Secondary Special Education,Household appliances,1,2,21000.0,Married,2,1,0
6,13000.0,4.0,27.0,male,Higher Education,Computers,0,2,41000.0,Married,1,1,0
11,65500.0,15.0,31.0,male,Higher Education,Furniture,0,0,51000.0,Another,1,1,0
8,27000.0,12.0,23.0,male,Secondary Special Education,Computers,0,2,23000.0,Another,0,1,0
8,25000.0,12.0,54.0,male,Higher Education,Household appliances,0,2,19000.0,Another,3,0,0
12,35500.0,6.0,27.0,female,Higher Education,Computers,0,0,51000.0,Married,2,1,0
6,50500.0,18.0,75.0,male,Secondary Special Education,Windows & Doors,0,2,16000.0,Married,1,1,0
12,16000.0,10.0,25.0,male,Higher Education,Cell phones,0,2,41000.0,Married,1,1,0
3,65500.0,36.0,48.0,female,Higher Education,Clothing,0,2,56000.0,Married,0,1,0
6,20500.0,6.0,30.0,male,Secondary Special Education,Furniture,1,2,16000.0,Another,1,1,0
1,12000.0,10.0,58.0,male,Secondary Special Education,Household appliances,0,2,21000.0,Married,2,0,0
3,18500.0,6.0,27.0,female,Incomplete Higher Education,Clothing,1,2,63500.0,Another,2,0,0
8,15000.0,12.0,49.0,female,Higher Education,Furniture,0,2,36000.0,Another,0,1,0
3,30500.0,4.0,28.0,female,Higher Education,Fitness,1,2,61000.0,Another,1,0,0
10,24500.0,6.0,30.0,female,Higher Education,Computers,0,1,41000.0,Another,0,1,0
10,5500.0,12.0,37.0,female,Higher Education,Cell phones,1,2,36000.0,Another,0,0,0
6,23000.0,12.0,28.0,male,Higher Education,Cell phones,1,0,51000.0,Married,3,0,1
1,8000.0,3.0,53.0,male,Higher Education,Computers,0,2,19000.0,Another,3,1,0
8,7000.0,6.0,37.0,male,Secondary Special Education,Computers,1,2,25000.0,Married,2,0,0
8,9500.0,6.0,22.0,female,Secondary Special Education,Cell phones,0,2,18000.0,Another,2,1,0
3,11500.0,6.0,24.0,male,Incomplete Higher Education,Household appliances,1,2,31000.0,Another,1,0,0
3,27000.0,6.0,42.0,male,Secondary Special Education,Furniture,1,2,16000.0,Another,1,1,0
1,29000.0,12.0,23.0,female,Secondary Special Education,Household appliances,0,2,31000.0,Another,2,0,0
10,16000.0,8.0,34.0,female,Secondary Special Education,Medical services,1,2,31000.0,Married,1,0,0
1,28500.0,12.0,23.0,male,Secondary Special Education,Household appliances,1,2,18000.0,Married,1,1,0
4,5500.0,3.0,27.0,male,Secondary Special Education,Computers,1,2,17000.0,Another,1,1,0
12,8000.0,10.0,64.0,male,Higher Education,Cell phones,0,2,21000.0,Another,0,0,0
5,65500.0,24.0,52.0,male,Higher Education,Cosmetics and beauty services,0,0,31000.0,Another,0,1,0
6,13500.0,18.0,60.0,male,Secondary Special Education,Household appliances,0,2,13000.0,Another,1,1,0
10,16500.0,4.0,30.0,female,Secondary Education,Cell phones,0,0,26000.0,Another,1,0,1
12,7500.0,6.0,42.0,female,Secondary Education,Cell phones,1,2,33000.0,Another,1,1,0
12,46000.0,24.0,46.0,male,Higher Education,Cosmetics and beauty services,1,2,41000.0,Another,0,0,1
1,10000.0,12.0,30.0,male,Secondary Special Education,Cell phones,1,2,31000.0,Unmarried,3,1,0
3,23500.0,6.0,53.0,male,Higher Education,Furniture,0,2,26000.0,Another,0,1,0
2,7500.0,6.0,32.0,male,Secondary Education,Windows & Doors,1,2,13000.0,Another,0,1,0
1,30500.0,12.0,38.0,male,Secondary Special Education,Cell phones,1,2,21000.0,Married,1,1,0
6,31500.0,6.0,40.0,male,Higher Education,Household appliances,1,0,63500.0,Another,0,1,0
9,15500.0,6.0,29.0,female,Secondary Special Education,Household appliances,0,2,21000.0,Another,1,1,0
12,51500.0,10.0,32.0,female,Higher Education,Household appliances,0,0,56000.0,Married,1,0,0
9,36500.0,24.0,25.0,female,Secondary Special Education,Household appliances,0,2,32000.0,Another,0,1,1
8,44000.0,18.0,27.0,male,Higher Education,Household appliances,1,2,31000.0,Married,0,1,0
5,36000.0,18.0,33.0,female,Secondary Special Education,Cell phones,1,2,21000.0,Married,3,1,0
1,11000.0,6.0,47.0,female,Secondary Special Education,Jewelry,1,2,31000.0,Another,1,1,1
4,24500.0,12.0,32.0,male,Higher Education,Furniture,1,2,26000.0,Another,3,0,0
8,65500.0,36.0,26.0,male,Secondary Special Education,Construction Materials,1,2,27000.0,Another,1,1,0
1,23500.0,10.0,69.0,male,Higher Education,Medical services,0,1,16000.0,Another,0,1,0
9,11000.0,4.0,39.0,male,Higher Education,Household appliances,1,2,19000.0,Married,0,1,0
12,11000.0,12.0,41.0,female,Secondary Education,Cell phones,0,2,16000.0,Another,0,1,0
11,10500.0,12.0,23.0,male,Secondary Special Education,Household appliances,1,2,18000.0,Another,4,1,0
9,26500.0,15.0,50.0,male,Higher Education,Cell phones,1,2,16000.0,Married,1,1,0
12,25500.0,6.0,69.0,female,Higher Education,Household appliances,1,1,61000.0,Another,0,1,0
6,34500.0,3.0,20.0,female,Secondary Special Education,Tourism,0,0,31000.0,Married,1,1,1
10,11000.0,6.0,21.0,male,Secondary Special Education,Clothing,0,2,24000.0,Another,1,1,0
5,23000.0,12.0,30.0,female,Secondary Special Education,Computers,0,2,34000.0,Another,1,1,0
9,14500.0,12.0,51.0,male,Secondary Special Education,Windows & Doors,1,2,19000.0,Another,1,1,0
10,16000.0,3.0,53.0,male,Secondary Special Education,Clothing,0,2,16000.0,Another,3,1,1
12,65500.0,6.0,34.0,male,Higher Education,Furniture,1,0,63500.0,Another,1,1,0
9,17000.0,11.0,23.0,female,Secondary Special Education,Household appliances,1,2,31000.0,Another,1,1,0
2,48000.0,36.0,34.0,male,Secondary Special Education,Furniture,1,2,18000.0,Unmarried,0,1,1
7,20500.0,12.0,48.0,female,Incomplete Secondary Education,Cell phones,0,2,11000.0,Another,3,1,0
7,15500.0,6.0,23.0,female,Secondary Special Education,Cell phones,0,1,26000.0,Married,0,1,0
11,18000.0,10.0,49.0,male,Higher Education,Furniture,0,2,21000.0,Married,0,0,0
7,60500.0,15.0,44.0,male,Incomplete Higher Education,Tourism,0,2,41000.0,Unmarried,0,0,0
12,6500.0,6.0,19.0,male,Secondary Special Education,Household appliances,0,2,16000.0,Unmarried,1,0,0
4,15000.0,12.0,30.0,female,Higher Education,Cell phones,0,0,63500.0,Another,0,0,0
12,38000.0,6.0,27.0,male,Secondary Education,Household appliances,1,2,16000.0,Married,2,1,1
7,7500.0,6.0,21.0,male,Incomplete Higher Education,Cell phones,0,2,17000.0,Another,1,0,0
11,46500.0,12.0,27.0,male,Higher Education,Cosmetics and beauty services,0,0,41000.0,Married,1,1,0
5,36000.0,12.0,28.0,female,Secondary Special Education,Auto,0,2,51000.0,Another,0,1,0
3,65500.0,24.0,35.0,male,Higher Education,Household appliances,1,2,29000.0,Another,1,1,0
7,14500.0,6.0,33.0,male,Secondary Special Education,Computers,0,2,19000.0,Unmarried,0,0,0
8,13500.0,10.0,25.0,female,Secondary Special Education,Household appliances,1,2,26000.0,Another,0,1,0
3,15000.0,12.0,26.0,male,Higher Education,Computers,1,2,21000.0,Married,0,0,0
10,53000.0,12.0,55.0,female,Secondary Education,Construction Materials,1,2,21000.0,Another,1,1,0
3,14500.0,12.0,23.0,female,Secondary Special Education,Cell phones,0,2,21000.0,Another,0,1,0
8,10500.0,6.0,31.0,male,Higher Education,Cell phones,1,2,22000.0,Another,0,1,0
8,15000.0,12.0,22.0,female,Higher Education,Audio & Video,0,2,41000.0,Another,2,0,0
9,27000.0,15.0,33.0,male,Higher Education,Tourism,0,2,31000.0,Unmarried,0,0,0
4,65500.0,36.0,55.0,male,Secondary Special Education,Medical services,1,2,46000.0,Another,1,1,0
8,26000.0,6.0,53.0,male,Secondary Special Education,Clothing,1,2,16000.0,Unmarried,1,1,0
5,18000.0,12.0,53.0,male,Secondary Special Education,Furniture,1,0,31000.0,Another,4,1,0
6,10000.0,3.0,56.0,male,Secondary Special Education,Household appliances,0,2,29000.0,Another,1,1,0
7,38000.0,18.0,44.0,male,Higher Education,Cosmetics and beauty services,1,2,36000.0,Another,0,1,0
9,15000.0,10.0,23.0,male,Secondary Special Education,Computers,0,2,18000.0,Another,2,1,0
3,59000.0,24.0,40.0,female,Higher Education,Computers,1,2,63500.0,Unmarried,3,0,0
9,28500.0,12.0,30.0,female,Secondary Special Education,Computers,0,1,31000.0,Married,1,1,0
5,65500.0,18.0,27.0,female,Secondary Special Education,Furniture,0,2,48000.0,Another,3,1,0
3,65500.0,24.0,57.0,male,Higher Education,Cosmetics and beauty services,0,2,28000.0,Another,0,1,0
2,8000.0,10.0,29.0,male,Secondary Special Education,Cell phones,1,2,31000.0,Married,1,0,0
7,28000.0,12.0,24.0,male,Higher Education,Cell phones,0,2,31000.0,Married,1,1,0
10,28000.0,12.0,30.0,male,Higher Education,Household appliances,1,0,31000.0,Another,2,0,0
3,39000.0,18.0,50.0,female,Secondary Special Education,Boats,0,2,33000.0,Another,1,0,0
5,18000.0,12.0,31.0,female,Secondary Special Education,Household appliances,0,2,21000.0,Another,1,1,0
8,65500.0,11.0,37.0,female,Incomplete Secondary Education,Furniture,1,1,63500.0,Another,1,1,0
7,33000.0,12.0,22.0,male,Higher Education,Training,0,0,36000.0,Another,1,0,0
7,27000.0,12.0,39.0,male,Secondary Special Education,Clothing,1,2,17000.0,Another,1,0,0
1,25000.0,6.0,30.0,female,Higher Education,Cell phones,1,2,41000.0,Another,1,0,0
1,32500.0,24.0,47.0,female,Secondary Special Education,Furniture,0,2,26000.0,Married,0,1,0
8,38000.0,36.0,51.0,male,Secondary Special Education,Tourism,1,2,18000.0,Another,0,0,0
9,12000.0,8.0,52.0,male,Secondary Special Education,Household appliances,0,2,26000.0,Another,3,0,0
5,8000.0,12.0,34.0,female,Secondary Special Education,Cell phones,1,2,21000.0,Another,1,0,0
1,29000.0,18.0,29.0,female,Secondary Special Education,Household appliances,0,2,31000.0,Another,0,1,1
12,21000.0,12.0,21.0,female,Secondary Special Education,Household appliances,0,2,21000.0,Married,2,1,0
12,40500.0,24.0,28.0,female,Secondary Special Education,Household appliances,0,2,45000.0,Married,2,1,0
10,27000.0,12.0,35.0,male,Higher Education,Computers,0,2,41000.0,Another,1,0,0
5,59000.0,6.0,47.0,female,Higher Education,Furniture,0,0,31000.0,Another,1,1,0
2,29000.0,12.0,32.0,female,Secondary Special Education,Household appliances,0,2,31000.0,Married,1,1,0
8,22500.0,12.0,23.0,male,Higher Education,Computers,0,2,26000.0,Another,0,0,0
10,10500.0,6.0,44.0,male,Secondary Special Education,Household appliances,1,0,26000.0,Unmarried,2,0,0
7,29500.0,6.0,51.0,male,Higher Education,Household appliances,0,0,51000.0,Another,1,0,0
6,29000.0,10.0,48.0,male,Secondary Education,Furniture,1,2,16000.0,Married,1,0,0
3,10500.0,9.0,45.0,female,Secondary Special Education,Household appliances,1,2,36000.0,Another,0,0,0
5,7500.0,10.0,39.0,male,Secondary Special Education,Cell phones,1,2,39000.0,Married,1,1,0
11,23500.0,10.0,21.0,male,Secondary Special Education,Household appliances,0,2,36000.0,Married,4,0,0
11,31000.0,6.0,62.0,male,Secondary Special Education,Household appliances,0,2,46000.0,Married,0,1,0
8,9500.0,10.0,31.0,male,Secondary Special Education,Household appliances,1,2,16000.0,Another,0,0,0
2,32500.0,6.0,47.0,male,Higher Education,Windows & Doors,1,0,51000.0,Another,3,1,0
11,36000.0,8.0,22.0,male,Secondary Special Education,Cell phones,0,0,51000.0,Married,0,1,0
7,21000.0,6.0,28.0,female,Secondary Education,Cell phones,0,2,41000.0,Married,0,0,0
7,11500.0,12.0,28.0,female,Phd Degree,Cell phones,1,2,21000.0,Another,1,0,0
10,7000.0,4.0,51.0,male,Higher Education,Clothing,1,2,14000.0,Another,0,0,0
11,9000.0,6.0,23.0,female,Higher Education,Cell phones,0,2,26000.0,Married,1,0,0
1,43000.0,6.0,22.0,male,Incomplete Higher Education,Clothing,0,0,31000.0,Another,3,1,0
11,25000.0,12.0,26.0,male,Higher Education,Household appliances,1,2,23000.0,Another,0,1,0
3,17000.0,18.0,53.0,female,Secondary Special Education,Household appliances,1,2,16000.0,Another,0,1,0
1,50000.0,18.0,20.0,male,Secondary Special Education,Jewelry,0,2,21000.0,Another,0,1,1
2,21000.0,12.0,26.0,female,Secondary Education,Cell phones,0,2,21000.0,Another,2,1,1
6,13500.0,12.0,24.0,female,Secondary Special Education,Computers,0,2,31000.0,Another,1,1,0
10,8000.0,3.0,31.0,male,Secondary Special Education,Jewelry,1,2,21000.0,Another,1,1,0
2,41000.0,5.0,20.0,female,Incomplete Higher Education,Auto,0,1,61000.0,Married,1,1,0
9,30500.0,12.0,19.0,male,Secondary Special Education,Cell phones,0,2,31000.0,Married,2,1,0
10,38000.0,6.0,31.0,male,Higher Education,Clothing,1,2,26000.0,Married,1,1,0
9,52000.0,15.0,49.0,female,Higher Education,Training,1,0,51000.0,Another,1,1,0
8,26500.0,12.0,24.0,male,Higher Education,Furniture,0,2,41000.0,Married,1,0,0
2,15000.0,12.0,32.0,male,Secondary Special Education,Household appliances,1,2,21000.0,Another,3,1,0
4,65500.0,24.0,33.0,male,Secondary Special Education,Furniture,1,0,61000.0,Another,0,1,0
5,59000.0,15.0,31.0,female,Higher Education,Tourism,0,2,61000.0,Another,0,0,0
3,23000.0,10.0,31.0,female,Secondary Special Education,Household appliances,0,2,29000.0,Another,2,0,0
10,35000.0,10.0,24.0,male,Secondary Special Education,Cell phones,0,2,31000.0,Another,0,0,0
8,27500.0,6.0,42.0,male,Secondary Special Education,Household appliances,1,2,31000.0,Unmarried,3,1,0
4,7000.0,6.0,21.0,male,Incomplete Higher Education,Cell phones,0,0,38000.0,Married,1,1,0
10,9000.0,6.0,24.0,female,Higher Education,Computers,1,0,61000.0,Another,1,1,0
10,16000.0,6.0,38.0,male,Higher Education,Cell phones,1,2,17000.0,Another,0,0,0
8,61000.0,24.0,73.0,male,Secondary Education,Furniture,1,2,16000.0,Another,0,1,0
6,14500.0,12.0,22.0,male,Secondary Special Education,Cell phones,1,2,21000.0,Another,0,1,1
7,32000.0,12.0,23.0,female,Secondary Education,Construction Materials,0,2,31000.0,Married,0,1,0
11,65500.0,24.0,45.0,male,Higher Education,Cosmetics and beauty services,0,1,36000.0,Another,0,0,0
4,20500.0,6.0,27.0,female,Secondary Special Education,Household appliances,1,2,33000.0,Another,1,0,0
3,11000.0,18.0,23.0,female,Secondary Special Education,Jewelry,0,2,24000.0,Unmarried,2,1,0
7,10000.0,4.0,40.0,female,Secondary Special Education,Cell phones,1,2,28000.0,Another,2,0,0
10,27500.0,10.0,26.0,male,Secondary Special Education,Cell phones,0,2,21000.0,Unmarried,1,1,1
9,65500.0,24.0,39.0,male,Secondary Special Education,Cosmetics and beauty services,1,0,63500.0,Another,1,1,0
4,21500.0,18.0,42.0,male,Secondary Special Education,Cell phones,1,2,21000.0,Married,1,1,0
4,35500.0,12.0,27.0,female,Incomplete Higher Education,Cell phones,0,2,56000.0,Another,1,1,0
2,23500.0,10.0,41.0,male,Secondary Special Education,Household appliances,1,2,46000.0,Another,1,0,0
4,29500.0,12.0,57.0,male,Secondary Special Education,Sporting goods,0,2,26000.0,Married,1,1,0
10,47000.0,3.0,54.0,male,Higher Education,Clothing,1,2,56000.0,Married,0,1,0
5,25000.0,18.0,42.0,female,Secondary Education,Cell phones,1,2,26000.0,Married,1,1,0
9,6500.0,6.0,24.0,male,Secondary Education,Cell phones,0,2,21000.0,Another,0,1,0
8,11000.0,10.0,39.0,female,Secondary Education,Household appliances,1,0,63500.0,Another,0,0,0
1,36000.0,18.0,32.0,male,Higher Education,Clothing,0,2,36000.0,Another,0,1,1
2,6500.0,4.0,31.0,female,Secondary Special Education,Cell phones,1,2,21000.0,Another,3,0,0
1,26000.0,12.0,26.0,female,Secondary Special Education,Computers,0,2,16000.0,Married,2,1,0
11,9000.0,12.0,63.0,female,Secondary Special Education,Household appliances,0,2,31000.0,Another,0,0,0
6,12500.0,5.0,23.0,female,Secondary Special Education,Cell phones,0,2,34000.0,Another,2,1,0
6,10000.0,3.0,29.0,male,Secondary Special Education,Cell phones,1,2,23000.0,Married,0,1,0
9,34500.0,12.0,45.0,male,Higher Education,Furniture,1,2,16000.0,Another,1,1,0
9,14000.0,10.0,36.0,male,Secondary Special Education,Furniture,1,2,26000.0,Another,2,0,0
7,13000.0,4.0,26.0,male,Higher Education,Cell phones,1,2,26000.0,Married,1,0,0
2,25500.0,10.0,20.0,male,Incomplete Higher Education,Cell phones,0,2,23000.0,Unmarried,1,1,0
11,15000.0,6.0,54.0,male,Higher Education,Fitness,1,2,26000.0,Another,1,0,0
2,16000.0,12.0,32.0,male,Secondary Special Education,Medical services,1,2,31000.0,Married,3,0,0
8,60000.0,24.0,30.0,male,Higher Education,Household appliances,1,2,22000.0,Another,0,1,0
12,43500.0,12.0,35.0,male,Higher Education,Medical services,0,2,63500.0,Unmarried,3,0,0
4,26500.0,10.0,25.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Another,1,1,0
6,17000.0,12.0,26.0,female,Higher Education,Audio & Video,0,2,26000.0,Married,3,1,0
7,23500.0,8.0,24.0,female,Secondary Special Education,Sporting goods,0,2,36000.0,Married,2,0,0
1,40500.0,9.0,45.0,male,Secondary Special Education,Cosmetics and beauty services,1,0,31000.0,Married,2,1,0
8,27500.0,9.0,38.0,female,Higher Education,Computers,1,0,63500.0,Another,0,1,0
5,31000.0,12.0,30.0,male,Higher Education,Cell phones,0,1,21000.0,Another,3,1,0
3,14500.0,10.0,23.0,female,Secondary Special Education,Cell phones,0,2,16000.0,Another,3,1,0
9,22500.0,15.0,23.0,male,Secondary Special Education,Household appliances,0,2,25000.0,Another,1,1,0
9,9500.0,12.0,55.0,female,Secondary Special Education,Household appliances,1,2,11000.0,Another,1,1,0
1,51000.0,6.0,56.0,male,Secondary Special Education,Household appliances,0,2,21000.0,Another,1,1,0
12,52500.0,6.0,26.0,male,Higher Education,Computers,0,0,63500.0,Another,0,0,0
11,65500.0,10.0,28.0,female,Higher Education,Household appliances,0,0,43000.0,Another,2,1,0
6,17500.0,5.0,27.0,male,Secondary Education,Cell phones,1,2,31000.0,Another,1,1,0
11,11500.0,12.0,32.0,male,Higher Education,Fitness,1,2,31000.0,Another,2,1,0
4,9500.0,3.0,75.0,male,Secondary Education,Furniture,0,2,23000.0,Another,3,1,0
7,49000.0,12.0,28.0,female,Secondary Special Education,Household appliances,0,0,63500.0,Another,1,0,0
4,44500.0,12.0,22.0,male,Incomplete Higher Education,Computers,0,2,21000.0,Another,2,0,0
10,21500.0,4.0,39.0,female,Higher Education,Computers,1,2,63500.0,Another,0,0,0
10,65500.0,34.0,27.0,male,Higher Education,Cosmetics and beauty services,0,1,39000.0,Unmarried,0,0,0
12,14000.0,12.0,29.0,female,Secondary Special Education,Cell phones,1,2,31000.0,Another,1,1,1
5,20000.0,6.0,52.0,female,Secondary Special Education,Garden equipment,1,2,41000.0,Married,0,1,0
10,65500.0,12.0,56.0,male,Higher Education,Clothing,1,2,41000.0,Another,1,1,0
9,45000.0,18.0,31.0,male,Higher Education,Cosmetics and beauty services,0,0,51000.0,Another,1,0,0
5,24000.0,12.0,26.0,female,Secondary Education,Household appliances,0,2,18000.0,Another,1,0,1
9,10500.0,6.0,28.0,male,Secondary Special Education,Computers,0,2,21000.0,Another,1,0,0
4,24500.0,18.0,30.0,female,Secondary Special Education,Household appliances,0,2,38000.0,Another,4,0,1
2,65500.0,15.0,46.0,female,Higher Education,Construction Materials,0,2,63500.0,Another,1,0,0
2,9500.0,6.0,31.0,female,Secondary Education,Cell phones,1,2,14000.0,Another,0,1,0
10,26000.0,6.0,28.0,female,Higher Education,Household appliances,0,2,46000.0,Another,0,0,0
7,9500.0,12.0,49.0,male,Secondary Special Education,Cell phones,0,2,11000.0,Another,0,1,1
4,65500.0,24.0,31.0,male,Higher Education,Household appliances,0,2,36000.0,Another,2,0,0
7,19000.0,3.0,72.0,male,Secondary Special Education,Furniture,0,2,36000.0,Another,1,1,0
8,7000.0,6.0,58.0,female,Secondary Special Education,Computers,1,2,21000.0,Married,3,0,0
3,11000.0,6.0,27.0,female,Higher Education,Household appliances,0,0,46000.0,Unmarried,1,0,0
11,37500.0,5.0,37.0,male,Higher Education,Training,1,0,63500.0,Another,1,0,0
12,44500.0,24.0,41.0,female,Higher Education,Computers,0,2,26000.0,Married,3,1,0
2,20000.0,3.0,39.0,male,Higher Education,Medical services,1,2,26000.0,Married,0,1,0
12,23000.0,12.0,38.0,female,Secondary Special Education,Computers,1,2,21000.0,Another,1,0,0
11,13500.0,6.0,58.0,male,Secondary Special Education,Windows & Doors,0,2,16000.0,Married,0,1,0
3,14000.0,12.0,24.0,male,Secondary Special Education,Cell phones,1,2,16000.0,Married,1,0,0
8,9500.0,10.0,24.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Another,2,1,0
5,65500.0,15.0,30.0,male,Higher Education,Windows & Doors,1,2,31000.0,Another,0,1,0
10,33000.0,8.0,26.0,male,Higher Education,Clothing,1,0,61000.0,Married,1,0,0
6,17000.0,10.0,49.0,male,Secondary Special Education,Household appliances,0,2,23000.0,Unmarried,0,1,0
1,65500.0,18.0,40.0,male,Secondary Special Education,Tourism,1,2,61000.0,Married,1,0,0
11,46000.0,10.0,24.0,male,Higher Education,Household appliances,0,0,46000.0,Another,0,1,0
3,40000.0,10.0,22.0,male,Secondary Special Education,Computers,0,2,61000.0,Another,1,0,0
1,27000.0,6.0,28.0,male,Secondary Special Education,Cell phones,0,0,31000.0,Married,0,1,0
7,14500.0,12.0,34.0,female,Secondary Special Education,Jewelry,0,2,31000.0,Married,0,0,0
1,31500.0,18.0,22.0,male,Secondary Education,Household appliances,1,2,26000.0,Married,1,1,0
10,25000.0,12.0,27.0,male,Secondary Special Education,Computers,1,2,32000.0,Married,0,0,0
6,42000.0,6.0,44.0,male,Secondary Special Education,Household appliances,0,2,36000.0,Married,1,0,0
9,65500.0,36.0,44.0,male,Higher Education,Furniture,0,2,26000.0,Another,2,1,0
2,8000.0,6.0,29.0,female,Higher Education,Household appliances,0,0,31000.0,Another,1,0,0
8,65500.0,9.0,56.0,male,Secondary Special Education,Household appliances,0,2,25000.0,Another,2,1,0
12,5500.0,6.0,23.0,female,Secondary Education,Jewelry,0,2,26000.0,Another,0,0,0
11,65500.0,15.0,32.0,male,Incomplete Higher Education,Tourism,1,2,41000.0,Married,1,1,0
1,65500.0,15.0,23.0,male,Secondary Special Education,Tourism,0,2,46000.0,Married,2,1,0
4,37500.0,4.0,37.0,male,Secondary Special Education,Household appliances,0,2,34000.0,Another,3,1,0
4,65500.0,18.0,37.0,male,Higher Education,Cosmetics and beauty services,0,1,41000.0,Another,1,1,0
8,7500.0,6.0,60.0,male,Secondary Special Education,Household appliances,0,2,13000.0,Married,0,0,0
